date,sentiment_score
2026-01-16,0.5
2026-01-19,0.0
2026-01-20,0.5
2026-01-22,-0.3333333333333333
2026-01-26,0.5
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,1.0
2026-02-02,0.0
2026-02-04,0.0
2026-02-06,1.0
2026-02-09,0.0
2026-02-10,0.4444444444444444
2026-02-11,0.5
2026-02-12,0.14285714285714285
2026-02-13,0.15384615384615385
2026-02-14,0.0
2026-02-15,0.0
2026-02-16,-0.10526315789473684
